USPS|GEOID|GEOIDFQ|ANSICODE|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
MN|27149|0500000US27149|00659519|Stevens County|1459877119|30336107|563.662|11.713|45.593461|-95.992315
MN|27151|0500000US27151|00659520|Swift County|1921769181|26122754|741.999|10.086|45.27581|-95.690124
MN|27153|0500000US27153|00659521|Todd County|2447791822|89136464|945.098|34.416|46.066569|-94.900576
MN|27155|0500000US27155|00659522|Traverse County|1486320979|31025232|573.872|11.979|45.769935|-96.474832
MN|27157|0500000US27157|00659523|Wabasha County|1354471927|68766259|522.965|26.551|44.289477|-92.233498
MN|27159|0500000US27159|00659524|Wadena County|1389132784|18009881|536.347|6.954|46.586985|-94.988608
MN|27161|0500000US27161|00659525|Waseca County|1096500989|24893712|423.361|9.612|44.01846|-93.589844
MN|27163|0500000US27163|00659526|Washington County|996530229|99839096|384.762|38.548|45.04711|-92.893466
MN|27165|0500000US27165|00659527|Watonwan County|1126514006|12387607|434.95|4.783|43.978131|-94.613906
MN|27167|0500000US27167|00659528|Wilkin County|1945179855|480470|751.038|0.186|46.362335|-96.476657
MN|27169|0500000US27169|00659529|Winona County|1621827318|40014772|626.191|15.45|43.981353|-91.777044
MN|27171|0500000US27171|00659530|Wright County|1712394923|137860631|661.159|53.228|45.174835|-93.966978
MN|27173|0500000US27173|00659531|Yellow Medicine County|1966063006|10687955|759.101|4.127|44.715736|-95.862756
MS|28001|0500000US28001|00695726|Adams County|1197464274|65273639|462.344|25.202|31.486224|-91.351797
MS|28003|0500000US28003|00711755|Alcorn County|1036116128|3402314|400.047|1.314|34.886569|-88.581109
MS|28005|0500000US28005|00695727|Amite County|1890950863|3877823|730.1|1.497|31.203933|-90.795543
MS|28007|0500000US28007|00695728|Attala County|1903529280|4425859|734.957|1.709|33.090468|-89.588622
MS|28009|0500000US28009|00695729|Benton County|1053131418|5279185|406.616|2.038|34.809665|-89.200254
MS|28011|0500000US28011|00695730|Bolivar County|2270141662|81446725|876.507|31.447|33.799139|-90.88412
MS|28013|0500000US28013|00695731|Calhoun County|1519218297|3590388|586.573|1.386|33.936634|-89.337114
MS|28015|0500000US28015|00695732|Carroll County|1627517134|16050555|628.388|6.197|33.440795|-89.918887
MS|28017|0500000US28017|00695733|Chickasaw County|1299608404|6380766|501.782|2.464|33.933277|-88.947558
MS|28019|0500000US28019|00695734|Choctaw County|1083125333|4295082|418.197|1.658|33.345964|-89.251332
MS|28021|0500000US28021|00695735|Claiborne County|1262400015|35711128|487.415|13.788|31.97281|-90.915424
MS|28023|0500000US28023|00695736|Clarke County|1791173039|5073932|691.576|1.959|32.045374|-88.687976
MS|28025|0500000US28025|00695737|Clay County|1061922603|15305249|410.011|5.909|33.65967|-88.782468
MS|28027|0500000US28027|00695738|Coahoma County|1432526470|77525437|553.102|29.933|34.230316|-90.60401
MS|28029|0500000US28029|00695739|Copiah County|2013158774|5644780|777.285|2.179|31.867478|-90.447417
MS|28031|0500000US28031|00695740|Covington County|1071784954|2880713|413.819|1.112|31.633331|-89.548897
MS|28033|0500000US28033|00695741|DeSoto County|1233873695|50214469|476.401|19.388|34.874922|-89.991211
MS|28035|0500000US28035|00695742|Forrest County|1207042908|10872901|466.042|4.198|31.18858|-89.259447
MS|28037|0500000US28037|00695743|Franklin County|1460658826|7250805|563.964|2.8|31.477773|-90.895457
MS|28039|0500000US28039|00695744|George County|1239824225|12830812|478.699|4.954|30.85543|-88.642268
MS|28041|0500000US28041|00695745|Greene County|1845983895|15430622|712.738|5.958|31.212845|-88.634811
MS|28043|0500000US28043|00695746|Grenada County|1093267446|70683200|422.113|27.291|33.770031|-89.80274
MS|28045|0500000US28045|00711756|Hancock County|1227567323|204089424|473.966|78.799|30.391641|-89.482791
MS|28047|0500000US28047|00695747|Harrison County|1485821202|1064510873|573.679|411.01|30.416536|-89.083376
MS|28049|0500000US28049|00695748|Hinds County|2252888301|19259532|869.845|7.436|32.267788|-90.466016
MS|28051|0500000US28051|00695749|Holmes County|1959776815|20568824|756.674|7.942|33.125942|-90.091197
MS|28053|0500000US28053|00695750|Humphreys County|1084258530|32631416|418.635|12.599|33.130996|-90.523421
MS|28055|0500000US28055|00695751|Issaquena County|1069614268|73664788|412.98|28.442|32.755539|-91.003535
MS|28057|0500000US28057|00695752|Itawamba County|1379932994|19825533|532.795|7.655|34.281075|-88.363127
MS|28059|0500000US28059|00695753|Jackson County|1872109186|830292628|722.825|320.578|30.455989|-88.625101
MS|28061|0500000US28061|00695754|Jasper County|1751636161|3130850|676.311|1.209|32.021286|-89.120697
MS|28063|0500000US28063|00695755|Jefferson County|1346620542|18988092|519.933|7.331|31.733633|-91.043878
MS|28065|0500000US28065|00695756|Jefferson Davis County|1057871281|1791496|408.446|0.692|31.564808|-89.827086
MS|28067|0500000US28067|00695757|Jones County|1799639001|12681687|694.845|4.896|31.616601|-89.168532
MS|28069|0500000US28069|00695758|Kemper County|1984403153|2182351|766.182|0.843|32.750136|-88.625631
MS|28071|0500000US28071|00695759|Lafayette County|1636088520|123105437|631.697|47.531|34.353072|-89.485397
MS|28073|0500000US28073|00695760|Lamar County|1286109795|8871409|496.57|3.425|31.197586|-89.506369
MS|28075|0500000US28075|00695761|Lauderdale County|1822511106|29727669|703.676|11.478|32.404017|-88.660451
MS|28077|0500000US28077|00695762|Lawrence County|1115254007|13188412|430.602|5.092|31.550009|-90.10753
MS|28079|0500000US28079|00695763|Leake County|1509697181|6376466|582.897|2.462|32.76063|-89.52225
MS|28081|0500000US28081|00695764|Lee County|1165404284|8314456|449.965|3.21|34.292689|-88.682123
MS|28083|0500000US28083|00695765|Leflore County|1538645690|31868198|594.074|12.304|33.54979|-90.294934
MS|28085|0500000US28085|00695766|Lincoln County|1518269769|5291052|586.207|2.043|31.530243|-90.453755
MS|28087|0500000US28087|00695767|Lowndes County|1310718744|28513812|506.071|11.009|33.468733|-88.43649
MS|28089|0500000US28089|00695768|Madison County|1849837540|72038681|714.226|27.814|32.63437|-90.03416
MS|28091|0500000US28091|00695769|Marion County|1404616865|16302666|542.326|6.294|31.23151|-89.822307
MS|28093|0500000US28093|00695770|Marshall County|1829056786|9144835|706.203|3.531|34.76619|-89.504231
MS|28095|0500000US28095|00695771|Monroe County|1981673397|17953926|765.128|6.932|33.89003|-88.485038
MS|28097|0500000US28097|00711757|Montgomery County|1054074830|2352156|406.981|0.908|33.500714|-89.639625
MS|28099|0500000US28099|00695772|Neshoba County|1476641123|3830971|570.134|1.479|32.752518|-89.119274
MS|28101|0500000US28101|00695773|Newton County|1496418688|4524423|577.771|1.747|32.40197|-89.118412
MS|28103|0500000US28103|00695774|Noxubee County|1800976487|12497508|695.361|4.825|33.106606|-88.566152
MS|28105|0500000US28105|00695775|Oktibbeha County|1185245541|9565689|457.626|3.693|33.422354|-88.876159
MS|28107|0500000US28107|00695776|Panola County|1774607342|51674887|685.18|19.952|34.365205|-89.963065
MS|28109|0500000US28109|00695777|Pearl River County|2101794938|20295313|811.508|7.836|30.776109|-89.586575
MS|28111|0500000US28111|00695778|Perry County|1676432386|7581604|647.274|2.927|31.169307|-88.988755
MS|28113|0500000US28113|00711758|Pike County|1059783761|3907959|409.185|1.509|31.177516|-90.397725
MS|28115|0500000US28115|00695803|Pontotoc County|1289330919|8308394|497.813|3.208|34.227081|-89.037239
MS|28117|0500000US28117|00695779|Prentiss County|1074806622|8324262|414.985|3.214|34.620566|-88.522184
MS|28119|0500000US28119|00695780|Quitman County|1048975527|3676002|405.012|1.419|34.252833|-90.290171
MS|28121|0500000US28121|00695781|Rankin County|2008538421|79213730|775.501|30.585|32.267123|-89.946063
MS|28123|0500000US28123|00695782|Scott County|1577902084|3001523|609.231|1.159|32.411959|-89.533486
MS|28125|0500000US28125|00695783|Sharkey County|1118149681|8806463|431.72|3.4|32.892395|-90.827613
MS|28127|0500000US28127|00695784|Simpson County|1525930864|3378527|589.165|1.304|31.902505|-89.917709
MS|28129|0500000US28129|00695785|Smith County|1647926077|2599431|636.268|1.004|32.019389|-89.495985
MS|28131|0500000US28131|00695786|Stone County|1153800104|6712352|445.485|2.592|30.786601|-89.107487
MS|28133|0500000US28133|00695787|Sunflower County|1807187001|23747319|697.759|9.169|33.605529|-90.59509
MS|28135|0500000US28135|00695788|Tallahatchie County|1672069528|16969517|645.59|6.552|33.954529|-90.172243
MS|28137|0500000US28137|00695789|Tate County|1048332528|16090910|404.763|6.213|34.649448|-89.943209
MS|28139|0500000US28139|00695790|Tippah County|1185754677|5522230|457.822|2.132|34.763618|-88.918819
MS|28141|0500000US28141|00695791|Tishomingo County|1098925132|52373918|424.297|20.222|34.738835|-88.234827
MS|28143|0500000US28143|00695792|Tunica County|1176191635|57012296|454.13|22.013|34.652201|-90.37177
MS|28145|0500000US28145|00695793|Union County|1076417807|3369004|415.607|1.301|34.489533|-89.002339
MS|28147|0500000US28147|00695794|Walthall County|1046169277|1236552|403.928|0.477|31.164492|-90.103431
MS|28149|0500000US28149|00695795|Warren County|1524302188|77744203|588.536|30.017|32.356095|-90.852384
MS|28151|0500000US28151|00695796|Washington County|1875531304|93803304|724.147|36.218|33.273174|-90.944446
MS|28153|0500000US28153|00695797|Wayne County|2099745613|7255476|810.716|2.801|31.642503|-88.678214
MS|28155|0500000US28155|00695798|Webster County|1090794792|5363806|421.158|2.071|33.612061|-89.283961
MS|28157|0500000US28157|00695799|Wilkinson County|1756043890|25262385|678.012|9.754|31.161091|-91.324617
MS|28159|0500000US28159|00695800|Winston County|1572773200|7341897|607.251|2.835|33.078724|-89.037391
MS|28161|0500000US28161|00695801|Yalobusha County|1209914677|72140595|467.151|27.854|34.030666|-89.703807
MS|28163|0500000US28163|00695802|Yazoo County|2388847323|30612551|922.339|11.82|32.765675|-90.387928
MO|29001|0500000US29001|00765805|Adair County|1469362067|5468507|567.324|2.111|40.190666|-92.603592
MO|29003|0500000US29003|00758456|Andrew County|1120518011|9669776|432.634|3.734|39.988863|-94.803552
MO|29005|0500000US29005|00758457|Atchison County|1417462614|7359185|547.285|2.841|40.431846|-95.437555
MO|29007|0500000US29007|00758458|Audrain County|1792918420|11843435|692.25|4.573|39.214481|-91.843418
MO|29009|0500000US29009|00758459|Barry County|2015328972|32910381|778.123|12.707|36.699376|-93.834334
MO|29011|0500000US29011|00758460|Barton County|1533351235|12151994|592.03|4.692|37.50091|-94.344059
MO|29013|0500000US29013|00758461|Bates County|2167033430|38030728|836.696|14.684|38.257217|-94.339246
MO|29015|0500000US29015|00758462|Benton County|1823437744|125605710|704.033|48.497|38.301036|-93.287942
MO|29017|0500000US29017|00758463|Bollinger County|1600364572|8530121|617.904|3.293|37.320123|-90.026992
MO|29019|0500000US29019|00758464|Boone County|1775580680|14211203|685.556|5.487|38.989861|-92.310202
MO|29021|0500000US29021|00758465|Buchanan County|1057381886|17922278|408.257|6.92|39.660369|-94.808173
MO|29023|0500000US29023|00758466|Butler County|1799405247|11196960|694.754|4.323|36.71518|-90.40313
MO|29025|0500000US29025|00758467|Caldwell County|1104353484|8399239|426.393|3.243|39.658998|-93.979179
MO|29027|0500000US29027|00758468|Callaway County|2161513203|33194430|834.565|12.816|38.835547|-91.923446
MO|29029|0500000US29029|00758469|Camden County|1698552048|136404885|655.815|52.666|38.026503|-92.765329
MO|29031|0500000US29031|00758470|Cape Girardeau County|1498351219|20284965|578.517|7.832|37.384141|-89.685658
MO|29033|0500000US29033|00758471|Carroll County|1799061894|17533388|694.622|6.77|39.427375|-93.500226
MO|29035|0500000US29035|00758472|Carter County|1313955394|4402031|507.321|1.7|36.944858|-90.945705
MO|29037|0500000US29037|00758473|Cass County|1804231757|14954757|696.618|5.774|38.646474|-94.354547
MO|29039|0500000US29039|00758474|Cedar County|1228870891|62637824|474.47|24.185|37.733655|-93.850014
MO|29041|0500000US29041|00758475|Chariton County|1945541996|40353309|751.178|15.581|39.517968|-92.96162
MO|29043|0500000US29043|00758476|Christian County|1457133850|3049255|562.603|1.177|36.969739|-93.187614
MO|29045|0500000US29045|00758477|Clark County|1306924731|18695972|504.606|7.219|40.407275|-91.729472
MO|29047|0500000US29047|00758478|Clay County|1029945880|28468708|397.664|10.992|39.315551|-94.421502
MO|29049|0500000US29049|00758479|Clinton County|1085049766|11764908|418.94|4.542|39.608819|-94.395609
MO|29051|0500000US29051|00758480|Cole County|1014332664|19203495|391.636|7.415|38.503233|-92.280027
MO|29053|0500000US29053|00758481|Cooper County|1462684611|11486535|564.746|4.435|38.847093|-92.810069
MO|29055|0500000US29055|00758482|Crawford County|1923005844|3306285|742.477|1.277|37.966559|-91.313936
MO|29057|0500000US29057|00758483|Dade County|1269120979|42072599|490.01|16.244|37.43235|-93.854878
MO|29059|0500000US29059|00758484|Dallas County|1401057563|4909174|540.951|1.895|37.683582|-93.033815
MO|29061|0500000US29061|00758485|Daviess County|1458894582|14925665|563.282|5.763|39.962839|-93.970053
MO|29063|0500000US29063|00758486|DeKalb County|1091312449|11560691|421.358|4.464|39.894665|-94.40719
MO|29065|0500000US29065|00758487|Dent County|1949641190|4518778|752.761|1.745|37.603072|-91.489717
MO|29067|0500000US29067|00758488|Douglas County|2107274100|2520174|813.623|0.973|36.946517|-92.515892
MO|29069|0500000US29069|00758489|Dunklin County|1403546562|13700777|541.912|5.29|36.153025|-90.062254
MO|29071|0500000US29071|00758490|Franklin County|2389239918|20928382|922.491|8.08|38.413003|-91.072832
MO|29073|0500000US29073|00758491|Gasconade County|1344216325|18008164|519.005|6.953|38.441182|-91.505782
MO|29075|0500000US29075|00758492|Gentry County|1272776761|762384|491.422|0.294|40.208127|-94.405321
MO|29077|0500000US29077|00758493|Greene County|1749093501|6607714|675.329|2.551|37.258196|-93.340641
MO|29079|0500000US29079|00758494|Grundy County|1127403252|7116081|435.293|2.748|40.11254|-93.565054
MO|29081|0500000US29081|00758495|Harrison County|1871309886|10070641|722.517|3.888|40.345676|-93.992466
MO|29083|0500000US29083|00758496|Henry County|1805056170|91656111|696.936|35.389|38.386491|-93.792628
MO|29085|0500000US29085|00758497|Hickory County|1032908443|33454640|398.808|12.917|37.93691|-93.322988
MO|29087|0500000US29087|00758498|Holt County|1198375851|19832793|462.696|7.657|40.095724|-95.219072
MO|29089|0500000US29089|00758499|Howard County|1201240563|19853031|463.802|7.665|39.143365|-92.695926
MO|29091|0500000US29091|00758500|Howell County|2401376462|2920040|927.177|1.127|36.774369|-91.887368
MO|29093|0500000US29093|00758501|Iron County|1425184825|4655364|550.267|1.797|37.625971|-90.699587
MO|29095|0500000US29095|00758502|Jackson County|1566219303|30100464|604.721|11.622|39.005793|-94.342998
MO|29097|0500000US29097|00758503|Jasper County|1653723386|7163884|638.506|2.766|37.205197|-94.337259
MO|29099|0500000US29099|00758504|Jefferson County|1699141587|20246875|656.042|7.817|38.257628|-90.543694
MO|29101|0500000US29101|00758505|Johnson County|2147779824|10176754|829.262|3.929|38.74153|-93.811866
MO|29103|0500000US29103|00758506|Knox County|1305380278|7303438|504.01|2.82|40.136856|-92.146835
MO|29105|0500000US29105|00758507|Laclede County|1980522187|8720827|764.684|3.367|37.659698|-92.594843
MO|29107|0500000US29107|00758508|Lafayette County|1627249343|27061621|628.285|10.449|39.068713|-93.802641
MO|29109|0500000US29109|00758509|Lawrence County|1584432020|4208587|611.753|1.625|37.106517|-93.830034
MO|29111|0500000US29111|00758510|Lewis County|1307990184|14964048|505.018|5.778|40.084559|-91.728803
MO|29113|0500000US29113|00758511|Lincoln County|1622796387|36005728|626.565|13.902|39.062262|-90.962925
MO|29115|0500000US29115|00758512|Linn County|1594366558|14989602|615.588|5.788|39.86444|-93.108019
MO|29117|0500000US29117|00758513|Livingston County|1378657547|16187907|532.303|6.25|39.778516|-93.548201
MO|29119|0500000US29119|00758518|McDonald County|1397155455|520250|539.445|0.201|36.62281|-94.352252
MO|29121|0500000US29121|00758514|Macon County|2075118605|28912355|801.208|11.163|39.829795|-92.56434
MO|29123|0500000US29123|00758515|Madison County|1280453083|8323283|494.386|3.214|37.474481|-90.343413
MO|29125|0500000US29125|00758516|Maries County|1364692499|7632378|526.911|2.947|38.162615|-91.923601
MO|29127|0500000US29127|00758517|Marion County|1131646073|19090977|436.931|7.371|39.807538|-91.635379
MO|29129|0500000US29129|00758519|Mercer County|1175427716|3302140|453.835|1.275|40.421413|-93.567631
MO|29131|0500000US29131|00758520|Miller County|1535075777|19145066|592.696|7.392|38.21668|-92.429876
MO|29133|0500000US29133|00758521|Mississippi County|1066057931|44486648|411.607|17.176|36.826264|-89.295929
MO|29135|0500000US29135|00758522|Moniteau County|1074983824|9940394|415.054|3.838|38.633037|-92.583642
MO|29137|0500000US29137|00758523|Monroe County|1677380371|58339257|647.64|22.525|39.49827|-92.006458
MO|29139|0500000US29139|00758524|Montgomery County|1385765123|14100641|535.047|5.444|38.935184|-91.465427
MO|29141|0500000US29141|00758525|Morgan County|1547633442|42411552|597.545|16.375|38.42102|-92.874889
MO|29143|0500000US29143|00758526|New Madrid County|1747940886|56236291|674.884|21.713|36.594261|-89.655948
MO|29145|0500000US29145|00758527|Newton County|1618103647|4717816|624.753|1.822|36.908371|-94.335034
MO|29147|0500000US29147|00758528|Nodaway County|2271326604|2361588|876.964|0.912|40.361136|-94.883146
MO|29149|0500000US29149|00758529|Oregon County|2045687584|4528444|789.844|1.748|36.68531|-91.401827
MO|29151|0500000US29151|00758530|Osage County|1570879105|17734484|606.52|6.847|38.464255|-91.859503
MO|29153|0500000US29153|00758531|Ozark County|1929557602|26607427|745.006|10.273|36.64959|-92.458549
MO|29155|0500000US29155|00758532|Pemiscot County|1275841036|53915404|492.605|20.817|36.209916|-89.785942
MO|29157|0500000US29157|00758533|Perry County|1228574141|25394863|474.355|9.805|37.71113|-89.802125
MO|29159|0500000US29159|00758534|Pettis County|1766986596|10468067|682.237|4.042|38.724013|-93.292696
MO|29161|0500000US29161|00758535|Phelps County|1739921104|6564991|671.787|2.535|37.866326|-91.79035
MO|29163|0500000US29163|00758536|Pike County|1736428540|36976721|670.439|14.277|39.340145|-91.171277
MO|29165|0500000US29165|00758537|Platte County|1087335861|16896726|419.823|6.524|39.378679|-94.761491
MO|29167|0500000US29167|00758538|Polk County|1646006423|17837671|635.527|6.887|37.616761|-93.400817
MO|29169|0500000US29169|00758539|Pulaski County|1417283363|11314201|547.216|4.368|37.824835|-92.207022
MO|29171|0500000US29171|00758540|Putnam County|1339849644|5937544|517.319|2.292|40.478606|-93.014531
MO|29173|0500000US29173|00758541|Ralls County|1216759444|36364373|469.793|14.04|39.553455|-91.524787
MO|29175|0500000US29175|00758542|Randolph County|1250220643|13254195|482.713|5.117|39.439249|-92.492959
MO|29177|0500000US29177|00758543|Ray County|1473649201|13418135|568.979|5.181|39.308401|-93.995746
MO|29179|0500000US29179|00758544|Reynolds County|2093946401|15373678|808.477|5.936|37.366464|-90.972282
MO|29181|0500000US29181|00758545|Ripley County|1630438187|5455724|629.516|2.106|36.645532|-90.869137
MO|29183|0500000US29183|00758546|St. Charles County|1451193708|83022114|560.309|32.055|38.781102|-90.674915
MO|29185|0500000US29185|00758547|St. Clair County|1748193257|70137862|674.981|27.08|38.042187|-93.777296
MO|29186|0500000US29186|00765806|Ste. Genevieve County|1292827125|19712981|499.163|7.611|37.885845|-90.161531
MO|29187|0500000US29187|00758548|St. Francois County|1170380024|7218075|451.886|2.787|37.80726|-90.471947
MO|29189|0500000US29189|00758549|St. Louis County|1317074957|40008921|508.526|15.448|38.640438|-90.445497
MO|29195|0500000US29195|00758550|Saline County|1956761947|29542458|755.51|11.406|39.13584|-93.204164
MO|29197|0500000US29197|00758551|Schuyler County|795916403|2216011|307.305|0.856|40.469361|-92.519016
MO|29199|0500000US29199|00758552|Scotland County|1130548358|7217861|436.507|2.787|40.447686|-92.142824
MO|29201|0500000US29201|00758553|Scott County|1087826357|15157650|420.012|5.852|37.047793|-89.568098
MO|29203|0500000US29203|00758554|Shannon County|2599881417|464012|1003.82|0.179|37.152498|-91.391328
MO|29205|0500000US29205|00758555|Shelby County|1297230219|3764606|500.863|1.454|39.797531|-92.088719
MO|29207|0500000US29207|00758556|Stoddard County|2131929130|15025823|823.142|5.802|36.851556|-89.947478
MO|29209|0500000US29209|00758557|Stone County|1201268805|121210885|463.812|46.8|36.745822|-93.457842
MO|29211|0500000US29211|00758558|Sullivan County|1678265918|9121736|647.982|3.522|40.209588|-93.109784
MO|29213|0500000US29213|00758559|Taney County|1637553910|50101658|632.263|19.344|36.649827|-93.042819
MO|29215|0500000US29215|00758560|Texas County|3049106813|5071074|1177.267|1.958|37.314257|-91.964478
MO|29217|0500000US29217|00758561|Vernon County|2140343843|27020872|826.391|10.433|37.850232|-94.341701
MO|29219|0500000US29219|00758562|Warren County|1110059789|23627925|428.596|9.123|38.761902|-91.159306
MO|29221|0500000US29221|00758563|Washington County|1968043950|6791225|759.866|2.622|37.942611|-90.897018
MO|29223|0500000US29223|00758564|Wayne County|1966287840|38528854|759.188|14.876|37.113824|-90.456544
MO|29225|0500000US29225|00758565|Webster County|1534731977|3108873|592.563|1.2|37.280804|-92.87608
MO|29227|0500000US29227|00758566|Worth County|690564984|493903|266.629|0.191|40.480499|-94.419198
MO|29229|0500000US29229|00758567|Wright County|1765788549|3524884|681.775|1.361|37.267633|-92.479989
MO|29510|0500000US29510|00767557|St. Louis city|159847392|11534972|61.717|4.454|38.635699|-90.244582
MT|30001|0500000US30001|01719627|Beaverhead County|14355492111|78345288|5542.687|30.249|45.133863|-112.892869
MT|30003|0500000US30003|01716521|Big Horn County|12944183997|47395446|4997.778|18.299|45.407868|-107.518162
MT|30005|0500000US30005|01722470|Blaine County|10949218302|29079287|4227.517|11.228|48.42843|-108.967476
MT|30007|0500000US30007|01719625|Broadwater County|3088195856|118487319|1192.359|45.748|46.333194|-111.495127
MT|30009|0500000US30009|01720111|Carbon County|5304007475|35017693|2047.889|13.52|45.224276|-109.028251
MT|30011|0500000US30011|01688746|Carter County|8651796269|19503322|3340.477|7.53|45.516825|-104.515324
MT|30013|0500000US30013|01719622|Cascade County|6988334217|34300471|2698.211|13.243|47.32076|-111.34749
MT|30015|0500000US30015|01719619|Chouteau County|10288778612|62611564|3972.52|24.174|47.887507|-110.431085
MT|30017|0500000US30017|01720109|Custer County|9798723807|25612453|3783.309|9.889|46.282444|-105.56702
MT|30019|0500000US30019|01637566|Daniels County|3694021977|1021697|1426.27|0.394|48.794429|-105.541739
MT|30021|0500000US30021|01715632|Dawson County|6143260025|29884264|2371.926|11.538|47.26613|-104.898271
MT|30023|0500000US30023|01719617|Deer Lodge County|1907998862|12199892|736.683|4.71|46.09471|-113.141668
MT|30025|0500000US30025|01688745|Fallon County|4197320395|5915331|1620.595|2.284|46.318414|-104.410065
MT|30027|0500000US30027|01719614|Fergus County|11238810999|27700274|4339.329|10.695|47.221993|-109.231747
MT|30029|0500000US30029|01719611|Flathead County|13176057037|436953813|5087.304|168.709|48.295422|-114.052059
MT|30031|0500000US30031|01720053|Gallatin County|6747835178|73611809|2605.354|28.422|45.518054|-111.163921
MT|30033|0500000US30033|01716058|Garfield County|12112233221|446864508|4676.56|172.535|47.267184|-106.995991
MT|30035|0500000US30035|01719607|Glacier County|7757405148|105684951|2995.151|40.805|48.705671|-112.990502
MT|30037|0500000US30037|01723078|Golden Valley County|3041740568|2621792|1174.423|1.012|46.380624|-109.174586
MT|30039|0500000US30039|01719605|Granite County|4473328950|14546367|1727.162|5.616|46.395955|-113.427356
MT|30041|0500000US30041|01720048|Hill County|7509401893|44199218|2899.396|17.065|48.631959|-110.106321
MT|30043|0500000US30043|01720045|Jefferson County|4291603031|6256292|1656.997|2.416|46.124232|-112.059428
MT|30045|0500000US30045|01719602|Judith Basin County|4842466636|2066740|1869.687|0.798|47.032558|-110.30532
MT|30047|0500000US30047|01796943|Lake County|3860389561|423445079|1490.505|163.493|47.642901|-114.083687
MT|30049|0500000US30049|00793926|Lewis and Clark County|8957163884|101496939|3458.38|39.188|47.122103|-112.38291
MT|30051|0500000US30051|01720036|Liberty County|3703651299|44411469|1429.988|17.147|48.545299|-111.036754
MT|30053|0500000US30053|01720038|Lincoln County|9356484183|161555754|3612.559|62.377|48.552385|-115.463185
MT|30055|0500000US30055|01716270|McCone County|6843332033|103024677|2642.225|39.778|47.629628|-105.757222
MT|30057|0500000US30057|01720033|Madison County|9293281872|39849038|3588.156|15.386|45.327321|-111.926048
MT|30059|0500000US30059|01719600|Meagher County|6194910024|7475979|2391.868|2.886|46.604894|-110.910457
MT|30061|0500000US30061|01720030|Mineral County|3158799817|9897218|1219.619|3.821|47.129737|-115.085217
MT|30063|0500000US30063|01719596|Missoula County|6715864516|64582796|2593.01|24.936|47.028029|-113.893469
MT|30065|0500000US30065|01719593|Musselshell County|4840577757|7118682|1868.958|2.749|46.505281|-108.439763
MT|30067|0500000US30067|01720027|Park County|7258388317|27861799|2802.48|10.758|45.464046|-110.535443
MT|30069|0500000US30069|01719590|Petroleum County|4288047896|48927318|1655.625|18.891|47.141917|-108.226575
MT|30071|0500000US30071|01720023|Phillips County|13313630170|185493134|5140.422|71.619|48.250143|-107.928897
MT|30073|0500000US30073|01719587|Pondera County|4207608364|43980663|1624.567|16.981|48.221367|-112.225322
MT|30075|0500000US30075|01719584|Powder River County|8542288789|1565957|3298.196|0.605|45.408926|-105.555344
MT|30077|0500000US30077|01720021|Powell County|6024423533|16245447|2326.043|6.272|46.844225|-112.9311
MT|30079|0500000US30079|01715847|Prairie County|4497780198|15092929|1736.603|5.827|46.812388|-105.503938
MT|30081|0500000US30081|01719582|Ravalli County|6192574733|24289477|2390.967|9.378|46.078736|-114.106366
MT|30083|0500000US30083|01715338|Richland County|5398974525|49002589|2084.556|18.92|47.785357|-104.56104
MT|30085|0500000US30085|01669428|Roosevelt County|6098391695|38582246|2354.602|14.897|48.282747|-104.99517
MT|30087|0500000US30087|01716795|Rosebud County|12971010119|44234227|5008.135|17.079|46.173226|-106.666636
MT|30089|0500000US30089|01719578|Sanders County|7149405615|76393633|2760.401|29.496|47.756497|-115.180306
MT|30091|0500000US30091|01677577|Sheridan County|4343256718|75111953|1676.941|29.001|48.705587|-104.533916
MT|30093|0500000US30093|01719575|Silver Bow County|1859586075|1500304|717.99|0.579|45.896232|-112.660071
MT|30095|0500000US30095|01719572|Stillwater County|4652999422|23923674|1796.533|9.237|45.658878|-109.381705
MT|30097|0500000US30097|01719569|Sweet Grass County|4805816363|17455906|1855.536|6.74|45.801426|-109.953174
MT|30099|0500000US30099|01720018|Teton County|5883457540|52625574|2271.616|20.319|47.819035|-112.281725
MT|30101|0500000US30101|01719566|Toole County|4959475352|78025722|1914.864|30.126|48.645489|-111.733367
MT|30103|0500000US30103|01719563|Treasure County|2532492088|17149960|977.801|6.622|46.227113|-107.275296
MT|30105|0500000US30105|01678923|Valley County|12758579884|351382238|4926.115|135.669|48.34985|-106.670424
MT|30107|0500000US30107|01719560|Wheatland County|3684208404|13010928|1422.481|5.024|46.496967|-109.857684
MT|30109|0500000US30109|01696629|Wibaux County|2303979502|1756847|889.571|0.678|46.962966|-104.274518
MT|30111|0500000US30111|01719558|Yellowstone County|6820478425|40490013|2633.402|15.633|45.936987|-108.276656
NE|31001|0500000US31001|00835823|Adams County|1458836772|2513743|563.26|0.971|40.520632|-98.500044
NE|31003|0500000US31003|00835824|Antelope County|2220026361|3715964|857.157|1.435|42.183225|-98.058037
NE|31005|0500000US31005|00835825|Arthur County|1852234567|7644718|715.152|2.952|41.57207|-101.6957
NE|31007|0500000US31007|00835826|Banner County|1932231575|392060|746.039|0.151|41.53975|-103.726263
NE|31009|0500000US31009|00835827|Blaine County|1840709881|9415061|710.702|3.635|41.931945|-99.996407
